City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
546,Zubtsov,RU,2020-12-28 01:02:43,56.18,34.59,19.38,97,100,6.89,overcast clouds
547,Moose Factory,CA,2020-12-28 00:55:09,51.26,-80.61,-0.4,77,20,5.82,light snow
548,New Iberia,US,2020-12-28 01:01:34,30.0,-91.82,57.2,81,1,6.93,clear sky
549,Almaznyy,RU,2020-12-28 01:02:44,48.04,40.05,21.2,92,20,6.71,few clouds
550,Kibre Mengist,ET,2020-12-28 00:59:34,5.88,38.98,49.77,53,3,3.6,clear sky
551,Conde,BR,2020-12-28 01:02:44,-7.26,-34.91,78.8,83,40,11.41,scattered clouds
552,Kutum,SD,2020-12-28 00:59:58,14.2,24.67,55.67,38,0,4.68,clear sky
553,Vila Franca Do Campo,PT,2020-12-28 00:54:50,37.72,-25.43,53.6,76,75,6.93,light intensity shower rain
554,Lac Du Bonnet,CA,2020-12-28 01:02:46,50.25,-96.06,5.0,77,80,12.75,broken clouds
555,Abu Dhabi,AE,2020-12-28 00:51:49,24.47,54.37,64.4,55,0,5.82,clear sky
556,Farmington,US,2020-12-28 00:54:49,36.73,-108.22,35.6,43,90,3.36,overcast clouds
557,Verkhnevilyuysk,RU,2020-12-28 00:58:09,63.45,120.32,-3.44,92,100,6.67,overcast clouds
558,San Rafael Del Sur,NI,2020-12-28 01:02:46,11.85,-86.44,78.8,74,0,6.93,clear sky
559,Tonekabon,IR,2020-12-28 01:02:46,36.82,50.87,39.2,86,0,0.76,clear sky
560,Verkhovazhye,RU,2020-12-28 01:02:47,60.75,42.05,-3.86,90,0,2.89,clear sky
561,Vostok,RU,2020-12-28 00:53:16,46.49,135.88,-6.92,83,0,3.38,clear sky
562,Tateyama,JP,2020-12-28 00:54:45,34.98,139.87,50.0,87,75,4.7,light rain
563,El Paujil,CO,2020-12-28 01:02:47,1.57,-75.33,75.42,82,35,4.32,light rain
564,Rocha,UY,2020-12-28 00:53:31,-34.48,-54.33,67.39,94,39,10.2,scattered clouds
565,Seoul,KR,2020-12-28 00:54:18,37.57,126.98,39.2,100,1,2.26,mist
566,Manali,IN,2020-12-28 01:02:48,13.17,80.27,73.4,88,40,2.24,mist
567,Tautira,PF,2020-12-28 01:02:48,-17.73,-149.15,86.0,66,40,10.29,scattered clouds
568,Mount Darwin,ZW,2020-12-28 01:02:48,-16.77,31.58,68.22,94,34,3.67,scattered clouds
569,Dunedin,NZ,2020-12-28 00:53:56,-45.87,170.5,56.86,62,34,15.82,scattered clouds
570,La Ronge,CA,2020-12-28 00:59:42,55.1,-105.28,1.4,77,90,3.36,light snow
571,Ripoll,ES,2020-12-28 01:02:49,42.2,2.19,42.01,64,0,1.01,clear sky
572,Bodden Town,KY,2020-12-28 01:02:49,19.28,-81.25,75.2,69,20,9.17,few clouds
573,Brae,GB,2020-12-28 00:59:35,60.4,-1.35,35.6,70,100,2.24,overcast clouds
574,Saint George,US,2020-12-28 00:53:55,37.1,-113.58,46.4,52,90,9.17,overcast clouds
575,Mariental,NA,2020-12-28 01:02:50,-24.63,17.97,91.4,10,97,11.41,overcast clouds
576,Galesong,ID,2020-12-28 00:53:55,-5.32,119.37,80.6,88,20,5.82,few clouds
577,Tutoia,BR,2020-12-28 00:54:56,-2.76,-42.27,81.72,72,99,18.25,overcast clouds
578,Svetlyy,RU,2020-12-28 00:53:37,54.67,20.13,30.2,80,0,15.66,clear sky
579,Gallup,US,2020-12-28 01:02:51,35.53,-108.74,37.4,40,90,11.41,overcast clouds
580,Kenai,US,2020-12-28 00:53:41,60.55,-151.26,32.0,86,90,11.41,overcast clouds
581,Muravlenko,RU,2020-12-28 01:02:52,63.79,74.52,-19.28,88,100,23.17,overcast clouds
582,Helena,US,2020-12-28 00:54:44,46.59,-112.04,33.8,47,1,10.29,clear sky
583,Olinda,BR,2020-12-28 00:59:52,-8.01,-34.86,78.8,69,40,8.05,scattered clouds
584,Salur,IN,2020-12-28 01:02:52,18.53,83.22,61.0,65,35,2.64,scattered clouds
585,Queanbeyan,AU,2020-12-28 01:02:53,-35.35,149.23,84.2,42,40,18.34,scattered clouds
586,Asyut,EG,2020-12-28 01:02:53,27.18,31.18,48.2,87,0,4.7,clear sky
587,Salinas,US,2020-12-28 00:58:02,36.68,-121.66,57.2,62,1,11.41,clear sky
588,Tonota,BW,2020-12-28 01:02:53,-21.48,27.48,72.16,74,99,4.68,overcast clouds
589,Ayan,RU,2020-12-28 00:59:40,56.45,138.17,-26.16,74,10,13.13,clear sky
590,Kubachi,RU,2020-12-28 01:02:54,42.09,47.6,29.08,83,0,5.48,clear sky
591,Karpogory,RU,2020-12-28 01:02:54,64.0,44.45,-8.41,90,0,2.98,clear sky
592,Wakkanai,JP,2020-12-28 01:02:54,45.41,141.67,14.0,78,75,4.7,shower rain
593,Sao Jose Do Egito,BR,2020-12-28 01:02:54,-7.48,-37.27,70.43,76,2,15.3,clear sky
594,Whitehorse,CA,2020-12-28 01:02:54,60.72,-135.05,12.2,92,40,9.17,scattered clouds
595,Sagua La Grande,CU,2020-12-28 01:02:55,22.81,-80.08,66.2,88,40,5.82,moderate rain
596,Ambilobe,MG,2020-12-28 01:02:55,-13.2,49.05,75.29,89,100,0.96,overcast clouds
597,Tobol,KZ,2020-12-28 01:02:55,52.68,62.58,15.87,95,100,17.49,overcast clouds
598,Wagar,SD,2020-12-28 01:02:56,16.15,36.2,70.5,64,1,12.01,clear sky
599,Miraflores,MX,2020-12-28 01:02:56,19.22,-98.81,69.01,12,5,11.41,clear sky
600,Damaturu,NG,2020-12-28 01:02:56,11.75,11.96,66.99,25,49,9.64,scattered clouds
601,Balancan,MX,2020-12-28 01:02:56,17.8,-91.53,63.75,85,13,2.95,few clouds
602,Ambon,ID,2020-12-28 00:59:16,-3.7,128.18,87.8,70,20,2.24,few clouds
603,Ngunguru,NZ,2020-12-28 00:59:02,-35.62,174.5,72.0,44,18,8.01,few clouds
604,Sidi Ali,DZ,2020-12-28 01:02:57,36.1,0.42,48.15,70,0,14.99,clear sky
605,Komsomolskiy,UZ,2020-12-28 00:53:47,40.43,71.72,26.6,92,90,4.7,mist
606,Oranjestad,AW,2020-12-28 00:50:41,12.52,-70.03,80.6,74,40,11.41,scattered clouds
607,Christchurch,NZ,2020-12-28 00:59:35,-43.53,172.63,64.0,33,0,3.36,clear sky
608,San Ramon De La Nueva Oran,AR,2020-12-28 01:00:49,-23.13,-64.33,84.0,67,100,4.45,light rain
609,Metro,ID,2020-12-28 01:02:41,-5.11,105.31,78.33,86,100,3.0,overcast clouds
610,Lasa,IT,2020-12-28 00:54:53,46.62,10.7,28.99,52,75,8.05,broken clouds
611,Dwarka,IN,2020-12-28 00:53:22,22.24,68.97,64.87,36,0,11.36,clear sky
612,Manjacaze,MZ,2020-12-28 01:02:59,-24.71,33.88,73.78,89,0,4.34,clear sky
613,Hambantota,LK,2020-12-28 00:53:38,6.12,81.12,71.6,100,20,1.12,few clouds
614,San Cristobal,VE,2020-12-28 00:54:05,7.77,-72.22,77.0,69,20,2.24,few clouds
615,Aneho,TG,2020-12-28 01:02:59,6.23,1.6,80.6,88,20,4.7,few clouds
616,Ngorongoro,TZ,2020-12-28 01:03:00,-3.24,35.49,52.18,100,100,3.65,overcast clouds
617,Berlevag,NO,2020-12-28 00:55:15,70.86,29.09,25.38,90,100,27.49,overcast clouds
618,Lusambo,CD,2020-12-28 01:03:00,-4.97,23.45,70.47,97,100,2.53,light rain
619,Ranong,TH,2020-12-28 01:03:01,9.97,98.63,75.2,94,75,3.6,broken clouds
620,Kirakira,SB,2020-12-28 01:03:01,-10.45,161.92,83.89,76,100,4.5,moderate rain
621,Show Low,US,2020-12-28 00:58:04,34.25,-110.03,48.2,19,90,9.17,overcast clouds
622,Juruti,BR,2020-12-28 01:03:02,-2.15,-56.09,75.74,91,100,4.18,moderate rain
623,Shalinskoye,RU,2020-12-28 01:03:02,55.72,93.76,-32.49,82,0,2.51,clear sky
624,Emba,KZ,2020-12-28 00:59:00,48.83,58.14,25.0,97,100,18.16,overcast clouds
625,Lodja,CD,2020-12-28 01:03:02,-3.48,23.43,69.82,97,100,1.07,moderate rain
626,Sampit,ID,2020-12-28 01:03:03,-2.53,112.95,81.82,79,64,2.68,light rain
627,Rockport,US,2020-12-28 01:03:03,28.02,-97.05,68.0,77,1,9.17,clear sky
628,Zorritos,PE,2020-12-28 01:03:03,-3.68,-80.68,73.24,73,100,12.48,overcast clouds
629,Shchebetovka,UA,2020-12-28 01:03:03,44.93,35.15,41.52,98,76,8.1,broken clouds
630,Talas,TR,2020-12-28 01:03:03,38.69,35.55,26.6,86,100,4.83,overcast clouds
631,Moron,AR,2020-12-28 01:03:04,-34.65,-58.62,79.0,70,100,5.01,overcast clouds
632,Martapura,ID,2020-12-28 01:03:04,-3.42,114.85,82.4,78,40,4.7,scattered clouds
633,Cumnock,GB,2020-12-28 01:03:04,55.45,-4.27,37.4,86,90,10.29,light rain
634,Soyo,AO,2020-12-28 01:03:05,-6.13,12.37,77.49,87,100,5.32,overcast clouds
635,Scarborough,GB,2020-12-28 01:03:05,54.28,-0.4,35.01,91,97,1.01,overcast clouds
636,Ivanivka,UA,2020-12-28 01:03:05,46.72,34.55,33.8,91,33,15.48,scattered clouds
637,Zhengjiatun,CN,2020-12-28 01:03:05,43.51,123.51,1.15,86,63,7.7,broken clouds
638,Mitsamiouli,KM,2020-12-28 01:03:05,-11.38,43.28,82.09,77,100,11.25,overcast clouds
639,Boa Vista,BR,2020-12-28 01:01:03,2.82,-60.67,80.6,74,75,8.05,broken clouds
640,Kangasala,FI,2020-12-28 01:03:06,61.46,24.08,32.0,80,90,14.99,overcast clouds
641,Kirya,TZ,2020-12-28 01:03:06,-3.92,37.48,69.26,64,15,1.99,few clouds
642,Waycross,US,2020-12-28 01:03:06,31.21,-82.35,41.0,60,1,5.12,clear sky
643,Imbituba,BR,2020-12-28 00:59:29,-28.24,-48.67,73.4,88,75,5.82,broken clouds
644,Nago,JP,2020-12-28 01:03:07,26.59,127.98,68.0,82,90,6.93,light rain
645,Mwaya,TZ,2020-12-28 01:03:07,-9.55,33.95,75.61,77,100,1.32,light rain
646,Barmer,IN,2020-12-28 01:03:07,25.75,71.38,44.17,45,0,4.36,clear sky
647,Mnogovershinnyy,RU,2020-12-28 01:03:07,53.94,139.92,-26.07,83,100,5.55,overcast clouds
648,Sikasso,ML,2020-12-28 00:59:10,10.92,-7.0,70.72,23,0,5.26,clear sky
649,Fort Nelson,CA,2020-12-28 00:54:56,58.81,-122.7,-4.0,83,75,5.82,broken clouds
650,Chalmette,US,2020-12-28 01:03:08,29.94,-89.96,57.99,82,90,5.82,overcast clouds
651,Bonthe,SL,2020-12-28 01:03:08,7.53,-12.51,78.67,87,7,6.44,clear sky
652,Seydi,TM,2020-12-28 00:54:33,39.48,62.91,27.41,95,0,8.34,clear sky
653,Micheweni,TZ,2020-12-28 01:03:08,-4.97,39.83,80.71,79,65,13.38,broken clouds
654,Qovlar,AZ,2020-12-28 01:03:09,40.95,45.73,32.0,72,20,6.93,few clouds
655,San Felipe,VE,2020-12-28 01:03:09,10.34,-68.74,69.94,93,61,2.68,broken clouds
656,Jackson,US,2020-12-28 00:52:47,42.42,-122.83,39.2,80,1,4.7,clear sky
657,Coracora,PE,2020-12-28 01:03:09,-15.03,-73.78,46.98,84,100,7.31,light rain
658,Piploda,IN,2020-12-28 01:03:09,23.35,75.43,50.4,40,45,7.18,scattered clouds
659,Panguipulli,CL,2020-12-28 00:58:35,-39.63,-72.33,62.6,82,1,4.7,clear sky
660,Gyonk,HU,2020-12-28 01:03:10,46.56,18.48,33.01,91,78,7.4,broken clouds
661,Skelleftea,SE,2020-12-28 01:03:10,64.75,20.95,35.01,100,100,13.87,light snow
662,Waiuku,NZ,2020-12-28 01:03:10,-37.25,174.75,66.99,52,0,16.11,clear sky
663,San Policarpo,PH,2020-12-28 00:55:01,12.18,125.51,81.88,81,98,6.04,heavy intensity rain
664,Bani Walid,LY,2020-12-28 01:03:11,31.76,13.99,45.5,57,0,8.43,clear sky
665,Raudeberg,NO,2020-12-28 01:03:11,61.99,5.14,44.01,65,67,18.77,broken clouds
666,Sanmenxia,CN,2020-12-28 01:03:11,34.77,111.18,40.55,66,3,3.29,clear sky
667,Kuching,MY,2020-12-28 00:59:43,1.55,110.33,80.6,88,20,2.24,few clouds
668,Berdigestyakh,RU,2020-12-28 00:58:59,62.1,126.7,-25.17,84,100,7.0,overcast clouds
669,Gat,IL,2020-12-28 00:54:26,31.61,34.76,57.0,59,1,1.99,clear sky
670,Flin Flon,CA,2020-12-28 01:03:12,54.77,-101.86,-11.2,76,5,4.7,clear sky
671,Tomatlan,MX,2020-12-28 00:54:39,19.93,-105.25,65.88,91,0,2.64,clear sky
672,Nagato,JP,2020-12-28 01:03:12,34.38,131.2,52.0,93,20,2.24,few clouds
673,Bellview,US,2020-12-28 01:01:28,30.46,-87.31,55.99,66,1,9.17,clear sky
674,Cruzeiro Do Sul,BR,2020-12-28 00:59:32,-29.51,-51.99,71.01,89,79,1.39,broken clouds
675,Aromashevo,RU,2020-12-28 01:03:13,56.86,68.64,14.58,95,100,16.33,light snow
676,Itanhem,BR,2020-12-28 01:03:13,-17.17,-40.33,68.95,88,13,6.51,light rain
677,Saint John,CA,2020-12-28 01:00:23,45.27,-66.07,24.8,92,5,3.74,clear sky
678,Ulaangom,MN,2020-12-28 00:59:50,49.98,92.07,-18.36,84,96,2.1,overcast clouds
679,Tando Jam,PK,2020-12-28 01:03:14,25.43,68.54,49.21,36,0,6.4,clear sky
680,Damietta,EG,2020-12-28 01:03:14,31.42,31.81,60.8,77,0,6.93,clear sky
681,Teguldet,RU,2020-12-28 00:59:54,57.31,88.17,-33.14,82,0,4.18,clear sky
682,Barahona,DO,2020-12-28 01:03:14,18.21,-71.1,75.25,76,22,3.58,light rain
683,Touho,NC,2020-12-28 01:03:14,-20.78,165.23,79.45,78,65,13.02,broken clouds
684,Boende,CD,2020-12-28 01:03:15,-0.22,20.87,70.66,97,100,1.68,light rain
685,Boca Do Acre,BR,2020-12-28 01:03:15,-8.75,-67.4,72.37,98,100,2.35,overcast clouds
686,Guiratinga,BR,2020-12-28 01:03:15,-16.35,-53.76,74.28,83,100,3.78,overcast clouds
687,Trincomalee,LK,2020-12-28 01:03:15,8.57,81.23,79.7,83,98,14.07,moderate rain
688,Buala,SB,2020-12-28 00:54:31,-8.14,159.59,84.07,74,97,4.63,moderate rain
689,Akdepe,TM,2020-12-28 00:54:16,42.06,59.38,12.2,85,0,2.24,clear sky
690,Loughrea,IE,2020-12-28 01:03:16,53.2,-8.57,42.8,87,75,17.22,broken clouds
691,The Valley,AI,2020-12-28 00:54:30,18.22,-63.06,78.8,78,20,5.82,few clouds
692,Agua Verde,MX,2020-12-28 01:03:16,22.9,-106.05,73.4,64,5,8.05,clear sky
693,Laiyang,CN,2020-12-28 01:03:17,36.98,120.71,34.0,85,98,5.26,overcast clouds
694,Porto Nacional,BR,2020-12-28 01:03:17,-10.71,-48.42,77.0,94,20,4.7,light rain
695,Hoa Binh,VN,2020-12-28 01:02:22,20.81,105.34,68.0,94,75,6.93,mist
696,Baghdad,IQ,2020-12-28 01:03:17,33.34,44.4,50.0,53,0,3.36,clear sky
697,Itoman,JP,2020-12-28 01:03:17,26.12,127.67,68.0,82,75,10.29,broken clouds
698,Santa Rosa,PH,2020-12-28 00:50:45,14.31,121.11,79.0,88,75,3.36,broken clouds
699,Fare,PF,2020-12-28 00:55:28,-16.7,-151.02,81.61,67,3,6.82,clear sky
700,Robertsport,LR,2020-12-28 01:03:18,6.75,-11.37,80.17,83,61,8.88,broken clouds
701,Abyek,IR,2020-12-28 01:03:18,36.07,50.55,28.4,68,0,1.1,clear sky
702,Celestun,MX,2020-12-28 00:53:59,20.87,-90.4,69.55,80,0,12.86,clear sky
703,Skive,DK,2020-12-28 01:03:19,56.57,9.03,37.99,93,100,9.17,light rain
704,Kloulklubed,PW,2020-12-28 00:55:16,7.04,134.26,78.8,88,90,3.36,overcast clouds
705,Binga,ZW,2020-12-28 01:03:19,-17.62,27.34,74.19,80,99,1.01,light rain
706,Bilibino,RU,2020-12-28 00:55:17,68.05,166.44,-23.6,80,0,0.69,clear sky
707,Collie,AU,2020-12-28 01:03:19,-33.37,116.15,64.99,47,0,3.0,clear sky
708,Manzhouli,CN,2020-12-28 01:03:20,49.6,117.43,-17.28,84,1,12.64,clear sky
709,Kawhia,NZ,2020-12-28 01:03:20,-38.07,174.82,71.01,41,29,7.0,scattered clouds
710,Prince Rupert,CA,2020-12-28 00:53:40,54.32,-130.32,41.0,86,90,2.24,overcast clouds
711,Cheney,US,2020-12-28 01:00:15,47.49,-117.58,30.99,100,75,8.05,broken clouds
712,Port Shepstone,ZA,2020-12-28 01:03:20,-30.74,30.45,72.18,84,100,8.7,light rain
713,Half Moon Bay,US,2020-12-28 00:54:49,37.46,-122.43,55.4,87,90,4.7,mist
